Unnamed: 0,Year,Home_goals,Away_goals,Home Team,Away Team,Home Team ISO,Away Team ISO,Home_result,Population_Home,Population_Away
754,2010,1,2,chile,spain,CHL,ESP,L,17004162.0,46576897.0
755,2010,0,0,switzerland,honduras,CHE,HND,D,7824909.0,8450933.0
756,2010,2,1,uruguay,korea republic,URY,KOR,W,3352651.0,49554112.0
757,2010,1,2,usa,ghana,USA,GHA,L,309327143.0,25574719.0
758,2010,4,1,germany,england,DEU,ENG,W,81776930.0,
759,2010,3,1,argentina,mexico,ARG,MEX,W,40788453.0,112532401.0
760,2010,2,1,netherlands,slovakia,NLD,SVK,W,16615394.0,5391428.0
761,2010,3,0,brazil,chile,BRA,CHL,W,196353492.0,17004162.0
762,2010,0,0,paraguay,japan,PRY,JPN,D,5768613.0,128070000.0
763,2010,1,0,spain,portugal,ESP,PRT,W,46576897.0,10573100.0
764,2010,2,1,netherlands,brazil,NLD,BRA,W,16615394.0,196353492.0
765,2010,1,1,uruguay,ghana,URY,GHA,D,3352651.0,25574719.0
766,2010,0,4,argentina,germany,ARG,DEU,L,40788453.0,81776930.0
767,2010,0,1,paraguay,spain,PRY,ESP,L,5768613.0,46576897.0
768,2010,2,3,uruguay,netherlands,URY,NLD,L,3352651.0,16615394.0
769,2010,0,1,germany,spain,DEU,ESP,L,81776930.0,46576897.0
770,2010,2,3,uruguay,germany,URY,DEU,L,3352651.0,81776930.0
771,2010,0,1,netherlands,spain,NLD,ESP,L,16615394.0,46576897.0
772,2014,3,1,brazil,croatia,BRA,HRV,W,203459650.0,4238389.0
773,2014,1,0,mexico,cameroon,MEX,CMR,W,118755887.0,22299585.0
774,2014,1,5,spain,netherlands,ESP,NLD,L,46480882.0,16865008.0
775,2014,3,1,chile,australia,CHL,AUS,W,17687108.0,23475686.0
776,2014,3,0,colombia,greece,COL,GRC,W,46677947.0,10892413.0
777,2014,1,3,uruguay,costa rica,URY,CRI,L,3391662.0,4844288.0
778,2014,1,2,england,italy,ENG,ITA,L,,60789140.0
779,2014,2,1,c�te d'ivoire,japan,CIV,JPN,W,22995555.0,127276000.0
780,2014,2,1,switzerland,ecuador,CHE,ECU,W,8188649.0,15957994.0
781,2014,3,0,france,honduras,FRA,HND,W,66312067.0,9127846.0
782,2014,2,1,argentina,"rn"">bosnia and herzegovina",ARG,BIH,W,42669500.0,3571068.0
783,2014,4,0,germany,portugal,DEU,PRT,W,80982500.0,10401062.0
784,2014,0,0,ir iran,nigeria,IRN,NGA,D,79961672.0,179379016.0
785,2014,1,2,ghana,usa,GHA,USA,L,28196358.0,318386329.0
786,2014,2,1,belgium,algeria,BEL,DZA,W,11209057.0,38760168.0
787,2014,0,0,brazil,mexico,BRA,MEX,D,203459650.0,118755887.0
788,2014,1,1,russia,korea republic,RUS,KOR,D,143819667.0,50746659.0
789,2014,2,3,australia,netherlands,AUS,NLD,L,23475686.0,16865008.0
790,2014,0,2,spain,chile,ESP,CHL,L,46480882.0,17687108.0
791,2014,0,4,cameroon,croatia,CMR,HRV,L,22299585.0,4238389.0
792,2014,2,1,colombia,c�te d'ivoire,COL,CIV,W,46677947.0,22995555.0
793,2014,2,1,uruguay,england,URY,ENG,W,3391662.0,
794,2014,0,0,japan,greece,JPN,GRC,D,127276000.0,10892413.0
795,2014,0,1,italy,costa rica,ITA,CRI,L,60789140.0,4844288.0
796,2014,2,5,switzerland,france,CHE,FRA,L,8188649.0,66312067.0
797,2014,1,2,honduras,ecuador,HND,ECU,L,9127846.0,15957994.0
798,2014,1,0,argentina,ir iran,ARG,IRN,W,42669500.0,79961672.0
799,2014,2,2,germany,ghana,DEU,GHA,D,80982500.0,28196358.0
800,2014,1,0,nigeria,"rn"">bosnia and herzegovina",NGA,BIH,W,179379016.0,3571068.0
801,2014,1,0,belgium,russia,BEL,RUS,W,11209057.0,143819667.0
802,2014,2,4,korea republic,algeria,KOR,DZA,L,50746659.0,38760168.0
803,2014,2,2,usa,portugal,USA,PRT,D,318386329.0,10401062.0
804,2014,0,3,australia,spain,AUS,ESP,L,23475686.0,46480882.0
805,2014,2,0,netherlands,chile,NLD,CHL,W,16865008.0,17687108.0
806,2014,1,4,cameroon,brazil,CMR,BRA,L,22299585.0,203459650.0
807,2014,1,3,croatia,mexico,HRV,MEX,L,4238389.0,118755887.0
808,2014,0,1,italy,uruguay,ITA,URY,L,60789140.0,3391662.0
809,2014,0,0,costa rica,england,CRI,ENG,D,4844288.0,
810,2014,1,4,japan,colombia,JPN,COL,L,127276000.0,46677947.0
811,2014,2,1,greece,c�te d'ivoire,GRC,CIV,W,10892413.0,22995555.0
812,2014,2,3,nigeria,argentina,NGA,ARG,L,179379016.0,42669500.0
813,2014,3,1,"rn"">bosnia and herzegovina",ir iran,BIH,IRN,W,3571068.0,79961672.0
814,2014,0,3,honduras,switzerland,HND,CHE,L,9127846.0,8188649.0
815,2014,0,0,ecuador,france,ECU,FRA,D,15957994.0,66312067.0
816,2014,0,1,usa,germany,USA,DEU,L,318386329.0,80982500.0
817,2014,2,1,portugal,ghana,PRT,GHA,W,10401062.0,28196358.0
818,2014,0,1,korea republic,belgium,KOR,BEL,L,50746659.0,11209057.0
819,2014,1,1,algeria,russia,DZA,RUS,D,38760168.0,143819667.0
820,2014,1,1,brazil,chile,BRA,CHL,D,203459650.0,17687108.0
821,2014,2,0,colombia,uruguay,COL,URY,W,46677947.0,3391662.0
822,2014,2,0,france,nigeria,FRA,NGA,W,66312067.0,179379016.0
823,2014,2,1,germany,algeria,DEU,DZA,W,80982500.0,38760168.0
824,2014,2,1,brazil,colombia,BRA,COL,W,203459650.0,46677947.0
825,2014,0,1,france,germany,FRA,DEU,L,66312067.0,80982500.0
826,2014,1,7,brazil,germany,BRA,DEU,L,203459650.0,80982500.0
827,2014,0,3,brazil,netherlands,BRA,NLD,L,203459650.0,16865008.0
828,2014,1,0,germany,argentina,DEU,ARG,W,80982500.0,42669500.0
829,2014,0,0,netherlands,argentina,NLD,ARG,D,16865008.0,42669500.0
830,2014,0,0,netherlands,costa rica,NLD,CRI,D,16865008.0,4844288.0
831,2014,1,0,argentina,belgium,ARG,BEL,W,42669500.0,11209057.0
832,2014,2,1,netherlands,mexico,NLD,MEX,W,16865008.0,118755887.0
833,2014,1,1,costa rica,greece,CRI,GRC,D,4844288.0,10892413.0
834,2014,1,0,argentina,switzerland,ARG,CHE,W,42669500.0,8188649.0
835,2014,2,1,belgium,usa,BEL,USA,W,11209057.0,318386329.0
836,2014,1,1,brazil,chile,BRA,CHL,D,203459650.0,17687108.0
837,2014,2,0,colombia,uruguay,COL,URY,W,46677947.0,3391662.0
838,2014,2,1,netherlands,mexico,NLD,MEX,W,16865008.0,118755887.0
839,2014,1,1,costa rica,greece,CRI,GRC,D,4844288.0,10892413.0
840,2014,2,0,france,nigeria,FRA,NGA,W,66312067.0,179379016.0
841,2014,2,1,germany,algeria,DEU,DZA,W,80982500.0,38760168.0
842,2014,1,0,argentina,switzerland,ARG,CHE,W,42669500.0,8188649.0
843,2014,2,1,belgium,usa,BEL,USA,W,11209057.0,318386329.0
844,2014,0,1,france,germany,FRA,DEU,L,66312067.0,80982500.0
845,2014,2,1,brazil,colombia,BRA,COL,W,203459650.0,46677947.0
846,2014,1,0,argentina,belgium,ARG,BEL,W,42669500.0,11209057.0
847,2014,0,0,netherlands,costa rica,NLD,CRI,D,16865008.0,4844288.0
848,2014,1,7,brazil,germany,BRA,DEU,L,203459650.0,80982500.0
849,2014,0,0,netherlands,argentina,NLD,ARG,D,16865008.0,42669500.0
850,2014,0,3,brazil,netherlands,BRA,NLD,L,203459650.0,16865008.0
851,2014,1,0,germany,argentina,DEU,ARG,W,80982500.0,42669500.0
852,2018,5,0,russia,saudi arabia,RUS,SAU,W,144477859.0,35018133.0
853,2018,0,1,egypt,uruguay,EGY,URY,L,103740765.0,3427042.0
854,2018,0,1,morocco,iran,MAR,IRN,L,35927511.0,85617562.0
855,2018,3,3,portugal,spain,PRT,ESP,D,10283822.0,46797754.0
856,2018,2,1,france,australia,FRA,AUS,W,67158348.0,24963258.0
857,2018,1,1,argentina,iceland,ARG,ISL,D,44494502.0,352721.0
858,2018,0,1,peru,denmark,PER,DNK,L,32203944.0,5793636.0
859,2018,2,0,croatia,nigeria,HRV,NGA,W,4087843.0,198387623.0
860,2018,0,1,costa rica,serbia,CRI,SRB,L,5040734.0,6982604.0
861,2018,0,1,germany,mexico,DEU,MEX,L,82905782.0,124013861.0
862,2018,1,1,brazil,switzerland,BRA,CHE,D,210166592.0,8514329.0
863,2018,1,0,sweden,south korea,SWE,KOR,W,10175214.0,51585058.0
864,2018,3,0,belgium,panama,BEL,PAN,W,11427054.0,4165255.0
865,2018,1,2,tunisia,england,TUN,ENG,L,11933041.0,
866,2018,1,2,colombia,japan,COL,JPN,L,49276961.0,126811000.0
867,2018,1,2,poland,senegal,POL,SEN,L,37974750.0,15574909.0
868,2018,3,1,russia,egypt,RUS,EGY,W,144477859.0,103740765.0
869,2018,1,0,portugal,morocco,PRT,MAR,W,10283822.0,35927511.0
870,2018,1,0,uruguay,saudi arabia,URY,SAU,W,3427042.0,35018133.0
871,2018,0,1,iran,spain,IRN,ESP,L,85617562.0,46797754.0
872,2018,1,1,denmark,australia,DNK,AUS,D,5793636.0,24963258.0
873,2018,1,0,france,peru,FRA,PER,W,67158348.0,32203944.0
874,2018,0,3,argentina,croatia,ARG,HRV,L,44494502.0,4087843.0
875,2018,2,0,brazil,costa rica,BRA,CRI,W,210166592.0,5040734.0
876,2018,2,0,nigeria,iceland,NGA,ISL,W,198387623.0,352721.0
877,2018,1,2,serbia,switzerland,SRB,CHE,L,6982604.0,8514329.0
878,2018,5,2,belgium,tunisia,BEL,TUN,W,11427054.0,11933041.0
879,2018,1,2,south korea,mexico,KOR,MEX,L,51585058.0,124013861.0
880,2018,2,1,germany,sweden,DEU,SWE,W,82905782.0,10175214.0
881,2018,6,1,england,panama,ENG,PAN,W,,4165255.0
882,2018,2,2,japan,senegal,JPN,SEN,D,126811000.0,15574909.0
883,2018,0,3,poland,colombia,POL,COL,L,37974750.0,49276961.0
884,2018,2,1,saudi arabia,egypt,SAU,EGY,W,35018133.0,103740765.0
885,2018,3,0,uruguay,russia,URY,RUS,W,3427042.0,144477859.0
886,2018,1,1,iran,portugal,IRN,PRT,D,85617562.0,10283822.0
887,2018,2,2,spain,morocco,ESP,MAR,D,46797754.0,35927511.0
888,2018,0,2,australia,peru,AUS,PER,L,24963258.0,32203944.0
889,2018,0,0,denmark,france,DNK,FRA,D,5793636.0,67158348.0
890,2018,1,2,nigeria,argentina,NGA,ARG,L,198387623.0,44494502.0
891,2018,1,2,iceland,croatia,ISL,HRV,L,352721.0,4087843.0
892,2018,0,3,mexico,sweden,MEX,SWE,L,124013861.0,10175214.0
893,2018,2,0,south korea,germany,KOR,DEU,W,51585058.0,82905782.0
894,2018,2,2,switzerland,costa rica,CHE,CRI,D,8514329.0,5040734.0
895,2018,0,2,serbia,brazil,SRB,BRA,L,6982604.0,210166592.0
896,2018,0,1,senegal,colombia,SEN,COL,L,15574909.0,49276961.0
897,2018,0,1,japan,poland,JPN,POL,L,126811000.0,37974750.0
898,2018,0,1,england,belgium,ENG,BEL,L,,11427054.0
899,2018,1,2,panama,tunisia,PAN,TUN,L,4165255.0,11933041.0
900,2018,4,3,france,argentina,FRA,ARG,W,67158348.0,44494502.0
901,2018,2,1,uruguay,portugal,URY,PRT,W,3427042.0,10283822.0
902,2018,1,1,spain,russia,ESP,RUS,D,46797754.0,144477859.0
903,2018,1,1,croatia,denmark,HRV,DNK,D,4087843.0,5793636.0
904,2018,2,0,brazil,mexico,BRA,MEX,W,210166592.0,124013861.0
905,2018,3,2,belgium,japan,BEL,JPN,W,11427054.0,126811000.0
906,2018,1,0,sweden,switzerland,SWE,CHE,W,10175214.0,8514329.0
907,2018,1,1,colombia,england,COL,ENG,D,49276961.0,
908,2018,0,2,uruguay,france,URY,FRA,L,3427042.0,67158348.0
909,2018,1,2,brazil,belgium,BRA,BEL,L,210166592.0,11427054.0
910,2018,0,2,sweden,england,SWE,ENG,L,10175214.0,
911,2018,2,2,russia,croatia,RUS,HRV,D,144477859.0,4087843.0
912,2018,1,0,france,belgium,FRA,BEL,W,67158348.0,11427054.0
913,2018,2,1,croatia,england,HRV,ENG,W,4087843.0,
914,2018,2,0,belgium,england,BEL,ENG,W,11427054.0,
915,2018,4,2,croatia,france,HRV,FRA,W,4087843.0,67158348.0
916,2022,0,2,qatar,ecuador,QAT,ECU,L,2695122.0,18001000.0
917,2022,6,2,england,iran,ENG,IRN,W,,88550570.0
918,2022,0,2,senegal,netherlands,SEN,NLD,L,17316449.0,17700982.0
919,2022,1,1,united states,wales,USA,WLS,D,333287557.0,
920,2022,1,2,argentina,saudi arabia,ARG,SAU,L,46234830.0,36408820.0
921,2022,0,0,denmark,tunisia,DNK,TUN,D,5903037.0,12356117.0
922,2022,0,0,mexico,poland,MEX,POL,D,127504125.0,36821749.0
923,2022,4,1,france,australia,FRA,AUS,W,67971311.0,26005540.0
924,2022,0,0,morocco,croatia,MAR,HRV,D,37457971.0,3855600.0
925,2022,1,2,germany,japan,DEU,JPN,L,83797985.0,125124989.0
926,2022,7,0,spain,costa rica,ESP,CRI,W,47778340.0,5180829.0
927,2022,1,0,belgium,canada,BEL,CAN,W,11685814.0,38929902.0
928,2022,1,0,switzerland,cameroon,CHE,CMR,W,8775760.0,27914536.0
929,2022,0,0,uruguay,korea republic,URY,KOR,D,3422794.0,51628117.0
930,2022,3,2,portugal,ghana,PRT,GHA,W,10409704.0,33475870.0
931,2022,2,0,brazil,serbia,BRA,SRB,W,215313498.0,6664449.0
932,2022,0,2,wales,iran,WLS,IRN,L,,88550570.0
933,2022,1,3,qatar,senegal,QAT,SEN,L,2695122.0,17316449.0
934,2022,1,1,netherlands,ecuador,NLD,ECU,D,17700982.0,18001000.0
935,2022,0,0,england,united states,ENG,USA,D,,333287557.0
936,2022,0,1,tunisia,australia,TUN,AUS,L,12356117.0,26005540.0
937,2022,2,0,poland,saudi arabia,POL,SAU,W,36821749.0,36408820.0
938,2022,2,1,france,denmark,FRA,DNK,W,67971311.0,5903037.0
939,2022,2,0,argentina,mexico,ARG,MEX,W,46234830.0,127504125.0
940,2022,0,1,japan,costa rica,JPN,CRI,L,125124989.0,5180829.0
941,2022,0,2,belgium,morocco,BEL,MAR,L,11685814.0,37457971.0
942,2022,4,1,croatia,canada,HRV,CAN,W,3855600.0,38929902.0
943,2022,1,1,spain,germany,ESP,DEU,D,47778340.0,83797985.0
944,2022,3,3,cameroon,serbia,CMR,SRB,D,27914536.0,6664449.0
945,2022,2,3,korea republic,ghana,KOR,GHA,L,51628117.0,33475870.0
946,2022,1,0,brazil,switzerland,BRA,CHE,W,215313498.0,8775760.0
947,2022,2,0,portugal,uruguay,PRT,URY,W,10409704.0,3422794.0
948,2022,2,0,netherlands,qatar,NLD,QAT,W,17700982.0,2695122.0
949,2022,1,2,ecuador,senegal,ECU,SEN,L,18001000.0,17316449.0
950,2022,0,3,wales,england,WLS,ENG,L,,
951,2022,0,1,iran,united states,IRN,USA,L,88550570.0,333287557.0
952,2022,1,0,australia,denmark,AUS,DNK,W,26005540.0,5903037.0
953,2022,1,0,tunisia,france,TUN,FRA,W,12356117.0,67971311.0
954,2022,0,2,poland,argentina,POL,ARG,L,36821749.0,46234830.0
955,2022,1,2,saudi arabia,mexico,SAU,MEX,L,36408820.0,127504125.0
956,2022,0,0,croatia,belgium,HRV,BEL,D,3855600.0,11685814.0
957,2022,1,2,canada,morocco,CAN,MAR,L,38929902.0,37457971.0
958,2022,2,1,japan,spain,JPN,ESP,W,125124989.0,47778340.0
959,2022,2,4,costa rica,germany,CRI,DEU,L,5180829.0,83797985.0
960,2022,0,2,ghana,uruguay,GHA,URY,L,33475870.0,3422794.0
961,2022,2,1,korea republic,portugal,KOR,PRT,W,51628117.0,10409704.0
962,2022,2,3,serbia,switzerland,SRB,CHE,L,6664449.0,8775760.0
963,2022,1,0,cameroon,brazil,CMR,BRA,W,27914536.0,215313498.0
964,2022,3,1,netherlands,united states,NLD,USA,W,17700982.0,333287557.0
965,2022,2,1,argentina,australia,ARG,AUS,W,46234830.0,26005540.0
966,2022,3,1,france,poland,FRA,POL,W,67971311.0,36821749.0
967,2022,3,0,england,senegal,ENG,SEN,W,,17316449.0
968,2022,1,1,japan,croatia,JPN,HRV,D,125124989.0,3855600.0
969,2022,4,1,brazil,korea republic,BRA,KOR,W,215313498.0,51628117.0
970,2022,0,0,morocco,spain,MAR,ESP,D,37457971.0,47778340.0
971,2022,6,1,portugal,switzerland,PRT,CHE,W,10409704.0,8775760.0
972,2022,1,1,croatia,brazil,HRV,BRA,D,3855600.0,215313498.0
973,2022,2,2,netherlands,argentina,NLD,ARG,D,17700982.0,46234830.0
974,2022,1,0,morocco,portugal,MAR,PRT,W,37457971.0,10409704.0
975,2022,1,2,england,france,ENG,FRA,L,,67971311.0
976,2022,3,0,argentina,croatia,ARG,HRV,W,46234830.0,3855600.0
977,2022,2,0,france,morocco,FRA,MAR,W,67971311.0,37457971.0
978,2022,2,1,croatia,morocco,HRV,MAR,W,3855600.0,37457971.0
979,2022,3,3,argentina,france,ARG,FRA,D,46234830.0,67971311.0
