,Year,Home_goals,Away_goals,Home Team,Away Team,Home Team ISO,Away Team ISO,Home_result
948,2022,2,0,NETHERLANDS,QATAR,NLD,QAT,W
949,2022,1,2,ECUADOR,SENEGAL,ECU,SEN,L
950,2022,0,3,WALES,ENGLAND,WLS,ENG,L
951,2022,0,1,IRAN,UNITED STATES,IRN,USA,L
952,2022,1,0,AUSTRALIA,DENMARK,AUS,DNK,W
953,2022,1,0,TUNISIA,FRANCE,TUN,FRA,W
954,2022,0,2,POLAND,ARGENTINA,POL,ARG,L
955,2022,1,2,SAUDI ARABIA,MEXICO,SAU,MEX,L
956,2022,0,0,CROATIA,BELGIUM,HRV,BEL,D
957,2022,1,2,CANADA,MOROCCO,CAN,MAR,L
958,2022,2,1,JAPAN,SPAIN,JPN,ESP,W
959,2022,2,4,COSTA RICA,GERMANY,CRI,DEU,L
960,2022,0,2,GHANA,URUGUAY,GHA,URY,L
961,2022,2,1,KOREA REPUBLIC,PORTUGAL,KOR,PRT,W
962,2022,2,3,SERBIA,SWITZERLAND,SRB,CHE,L
963,2022,1,0,CAMEROON,BRAZIL,CMR,BRA,W
964,2022,3,1,NETHERLANDS,UNITED STATES,NLD,USA,W
965,2022,2,1,ARGENTINA,AUSTRALIA,ARG,AUS,W
966,2022,3,1,FRANCE,POLAND,FRA,POL,W
967,2022,3,0,ENGLAND,SENEGAL,ENG,SEN,W
968,2022,1,1,JAPAN,CROATIA,JPN,HRV,D
969,2022,4,1,BRAZIL,KOREA REPUBLIC,BRA,KOR,W
970,2022,0,0,MOROCCO,SPAIN,MAR,ESP,D
971,2022,6,1,PORTUGAL,SWITZERLAND,PRT,CHE,W
972,2022,1,1,CROATIA,BRAZIL,HRV,BRA,D
973,2022,2,2,NETHERLANDS,ARGENTINA,NLD,ARG,D
974,2022,1,0,MOROCCO,PORTUGAL,MAR,PRT,W
975,2022,1,2,ENGLAND,FRANCE,ENG,FRA,L
976,2022,3,0,ARGENTINA,CROATIA,ARG,HRV,W
977,2022,2,0,FRANCE,MOROCCO,FRA,MAR,W
978,2022,2,1,CROATIA,MOROCCO,HRV,MAR,W
979,2022,3,3,ARGENTINA,FRANCE,ARG,FRA,D
